2182.820000000007
('7', '7457')
('3326', '3373')
('3384', '1352')
('3393', '3645')
('3405', '6132')
('3423', '4996')
('3472', '9085')
('3486', '854')
('3504', '8733')
('3581', '3849')
('3677', '5661')
('3686', '4177')
('3726', '501')
('3736', '9979')
('3760', '1092')
('3769', '7430')
('3784', '6664')
('3912', '9717')
('4031', '4285')
('4046', '2919')
('4064', '3967')
('4086', '7094')
('4140', '2454')
('4194', '3429')
('4272', '6557')
('4290', '7732')
('4330', '7382')
('4331', '2763')
('4331', '9427')
('4484', '8662')
('4562', '814')
('4567', '1855')
('4584', '9808')
('4624', '9998')
('4633', '4164')
('4717', '4398')
('4750', '5979')
('4810', '6348')
('4826', '4795')
('4907', '997')
('4919', '265')
('4934', '5104')
('5045', '899')
('5059', '9296')
('5186', '2924')
('5216', '6147')
('5307', '9433')
('5338', '37')
('5342', '1631')
('5392', '146')
('5412', '139')
('5509', '4873')
('5515', '7565')
('5542', '357')
('5568', '3918')
('5577', '3340')
('5649', '1583')
('5708', '2983')
('5710', '2114')
('5723', '450')
('5771', '7946')
('5808', '590')
('5825', '3059')
('5850', '8027')
('5913', '5731')
('5959', '9110')
('5986', '5856')
('6028', '9666')
('6106', '6940')
('6148', '7012')
('6157', '3078')
('6241', '7083')
('6245', '7148')
('6279', '8690')
('6302', '1564')
('6303', '3900')
('6324', '3558')
('6338', '6263')
('6360', '8579')
('6392', '3726')
('6410', '5672')
('6426', '1106')
('6470', '3422')
('6554', '2972')
('6636', '1643')
('6738', '5237')
('6748', '9559')
('6783', '5821')
('6862', '7094')
('6930', '9502')
('6998', '4603')
('7047', '4007')
('7115', '8001')
('7120', '6116')
('7138', '3890')
('7148', '6027')
('7160', '8913')
('7221', '4186')
('7325', '6288')
('7459', '8353')
('7478', '1206')
('7550', '8348')
('7556', '7369')
('7558', '9846')
('7594', '5192')
('7616', '5704')
('7660', '7647')
('7697', '5647')
('7783', '5260')
('7823', '1621')
('7832', '3929')
('7859', '3926')
('7921', '6211')
('7932', '4883')
('7960', '1845')
('7985', '1244')
('8051', '510')
('8096', '1933')
('8103', '6795')
('8145', '8347')
('8156', '1743')
('8180', '37')
('8202', '1205')
('8205', '9659')
('8210', '1579')
('8238', '3680')
('8247', '592')
('8446', '4403')
('8462', '7576')
('8462', '8900')
('8478', '2775')
('8479', '6415')
('8536', '1937')
('8678', '2734')
('8713', '9907')
('8715', '9395')
('8724', '7507')
('8750', '3381')
('8782', '6147')
('8843', '4840')
('8843', '9481')
('8949', '4067')
('8949', '6448')
('8957', '8390')
('8993', '2794')
('9142', '2169')
('9155', '3817')
('9211', '9990')
('9375', '6516')
('9428', '1035')
('9442', '2562')
('9483', '2258')
('9491', '9067')
('9610', '3465')
('9619', '9600')
('9625', '8813')
('9646', '6327')
('9726', '8925')
('9758', '4196')
('9759', '6262')
('9767', '4534')
('9802', '4867')
('9854', '9643')
('9863', '707')
('9881', '7874')
('9894', '7854')
('9911', '5128')
('9932', '1521')
('9955', '3319')
('9966', '1414')
('9977', '6563')
('27', '863')
('47', '5675')
('54', '9421')
('145', '8896')
('211', '9056')
('243', '5535')
('266', '8762')
('269', '8763')
('282', '3084')
('300', '2837')
('311', '2732')
('327', '4429')
('350', '2223')
('385', '4133')
('405', '1382')
('431', '3650')
('467', '7119')
('479', '7603')
('488', '2142')
('523', '2909')
('527', '2795')
('542', '2707')
('553', '8273')
('580', '2148')
('611', '88')
('612', '4084')
('638', '3497')
('639', '237')
('646', '1910')
('667', '4772')
('676', '7198')
('699', '6112')
('733', '9188')
('742', '2821')
('754', '6154')
('764', '7512')
('793', '314')
('930', '1535')
('943', '8856')
('984', '3537')
('1026', '7018')
('1043', '7655')
('1121', '6439')
('1123', '1500')
('1196', '8158')
('1228', '4190')
('1228', '7943')
('1243', '666')
('1271', '9031')
('1314', '451')
('1361', '3738')
('1410', '98')
('1410', '4279')
('1449', '1232')
('1583', '7680')
('1613', '8988')
('1631', '6558')
('1649', '1426')
('1715', '5329')
('1753', '5749')
('1768', '9646')
('1788', '844')
('1825', '3378')
('1830', '9820')
('1850', '5673')
('1871', '4130')
('1878', '9252')
('1926', '6511')
('1927', '9413')
('1977', '1789')
('2000', '4132')
('2031', '964')
('2109', '2196')
('2168', '452')
('2255', '8130')
('2387', '8259')
('2426', '4109')
('2435', '4935')
('2464', '3870')
('2465', '8992')
('2478', '2877')
('2485', '1605')
('2485', '9730')
('2527', '9660')
('2530', '2162')
('2539', '578')
('2605', '7663')
('2667', '347')
('2691', '5619')
('2693', '7446')
('2771', '4193')
('2904', '2704')
('2907', '2180')
('2923', '5656')
('2945', '6466')
('2963', '7217')
('3000', '9004')
('3029', '9964')
('3054', '7456')
('3067', '5796')
('3077', '9601')
('3117', '1823')
('3123', '3575')
('3140', '1208')
('3219', '3690')
('3220', '8884')
('3242', '5973')
('3254', '2714')
('3273', '9603')
('3294', '1604')
('3334', '3643')
('3378', '7325')
('3381', '1018')
('3402', '6233')
('3403', '1478')
('3437', '2068')
('3499', '8278')
('3516', '1348')
('3526', '1530')
('3528', '2204')
('3530', '8648')
('3809', '2706')
('3862', '4900')
('3868', '7912')
('3909', '231')
('3945', '4071')
('3996', '1964')
('4015', '8850')
('4100', '7408')
('4131', '1187')
('4184', '6408')
('4201', '5822')
('4212', '4121')
('4219', '972')
('4236', '4780')
('4307', '9458')
('4344', '1936')
('4377', '1537')
('4394', '1107')
('4474', '2794')
('4502', '2160')
('4532', '8497')
('4567', '7178')
('4655', '9783')
('4734', '9219')
('4749', '9247')
('4762', '2672')
('4783', '1238')
('4822', '9911')
('4865', '9725')
('4919', '2967')
('4923', '3939')
('4947', '3072')
('5004', '3482')
('5046', '7696')
('5149', '5560')
('5154', '6236')
('5169', '844')
('5192', '4133')
('5247', '6946')
('5256', '5671')
('5356', '6821')
('5372', '2312')
('5452', '3380')
('5490', '8699')
('5496', '5036')
('5510', '1019')
('5531', '9123')
('5579', '7999')
('5590', '8522')
('5617', '6292')
('5619', '1982')
('5625', '160')
('5640', '4693')
('5656', '1481')
('5694', '3913')
('5754', '6635')
('5817', '5770')
('5824', '8753')
('5842', '342')
('6012', '2703')
('6041', '3840')
('6048', '5291')
('6091', '7036')
('6124', '9182')
('6194', '159')
('6204', '4432')
('6340', '4308')
('6404', '6151')
('6405', '6398')
('6531', '1677')
('6611', '4321')
('6616', '4524')
('6653', '5036')
('6736', '4201')
('6753', '9721')
('6755', '921')
('6778', '2521')
('6801', '679')
('6950', '209')
('6950', '1222')
('6983', '4189')
('7023', '9339')
('7084', '1767')
('7157', '144')
('7160', '974')
('7181', '177')
('7200', '9345')
('7223', '3251')
('7230', '2467')
('7310', '7071')
('7326', '6284')
('7392', '3753')
('7405', '3150')
('7415', '4811')
('7420', '4026')
('7444', '925')
('7471', '7834')
('7517', '9763')
('7576', '2655')
('7628', '2540')
('7734', '5724')
('7745', '2545')
('7747', '3539')
('7766', '9023')
('7768', '6548')
('7784', '5148')
('7838', '8547')
('7866', '1634')
('7920', '3453')
('7948', '3914')
('8118', '3275')
('8123', '3242')
('8138', '2070')
('8178', '7901')
('8180', '1027')
('8207', '907')
('8207', '4592')
('8219', '8848')
('8231', '7136')
('8277', '1896')
('8296', '2993')
('8359', '9464')
('8387', '9705')
('8457', '7975')
('8480', '864')
('8516', '960')
('8529', '6226')
('8532', '2060')
('8561', '9511')
('8572', '7983')
('8604', '9155')
('8672', '7561')
('8716', '7267')
('8731', '8593')
('8732', '3237')
('8814', '4703')
('8876', '6770')
('8884', '4671')
('8963', '6066')
('8968', '2271')
('8995', '7381')
('9063', '6667')
('9082', '9401')
('9093', '8156')
('9095', '8636')
('9138', '6940')
('9200', '6373')
('9211', '362')
('9226', '5034')
('9247', '1908')
('9316', '448')
('9316', '1858')
('9372', '5570')
('9391', '5766')
('9395', '367')
('9399', '1789')
('9441', '6724')
('9477', '9102')
('9486', '389')
('9556', '8859')
('9572', '6964')
('9620', '5149')
('9627', '4192')
('9629', '5571')
('9638', '1661')
('9644', '9276')
('9650', '9115')
('9659', '7471')
('9699', '5532')
('9750', '3215')
('9752', '1053')
('9779', '4980')
('9823', '1479')
('184', '477')
('196', '5993')
('254', '1940')
('257', '386')
('321', '1120')
('353', '7367')
('370', '8622')
('383', '9249')
('432', '813')
('443', '7296')
('550', '7949')
('645', '9936')
('674', '8985')
('679', '7855')
('736', '4946')
('757', '1534')
('810', '6473')
('821', '5341')
('873', '6675')
('883', '1262')
('887', '79')
('945', '4295')
('948', '441')
('1012', '3054')
('1014', '4554')
('1046', '2219')
('1058', '8797')
('1137', '3100')
('1181', '5789')
('1182', '4070')
('1221', '7434')
('1236', '6113')
('1269', '5913')
('1273', '3237')
('1307', '7649')
('1366', '5825')
('1381', '1672')
('1402', '7505')
('1403', '8688')
('1458', '5133')
('1738', '1653')
('1824', '322')
('1907', '37')
('1913', '6777')
('1935', '3469')
('1970', '7015')
('1991', '4239')
('1992', '8492')
('2121', '3693')
('2130', '2666')
('2134', '2110')
('2174', '2335')
('2246', '8902')
('2259', '3868')
('2353', '9424')
('2384', '3548')
('2396', '1645')
('2426', '5167')
('2434', '5933')
('2468', '7803')
('2481', '4281')
('2529', '8553')
('2530', '4188')
('2558', '8567')
('2573', '9585')
('2615', '9864')
('2635', '7842')
('2657', '5677')
('2682', '3738')
('2698', '923')
('2712', '7456')
('2760', '4499')
('2770', '1540')
('2793', '621')
('2883', '4421')
('2989', '8227')
('3041', '7230')
('3088', '2631')
('3103', '6259')
('3149', '2890')
('3176', '12')
('3200', '2291')
('3214', '8302')
('3383', '5043')
('3398', '6471')
('3480', '8279')
('3559', '7030')
('3586', '5531')
('3587', '6802')
('3605', '4069')
('3636', '1681')
('3647', '9706')
('3673', '8142')
('3704', '693')
('3785', '2425')
('3802', '8961')
('3803', '6869')
('3884', '7346')
('3884', '9035')
('3960', '8297')
('3963', '6827')
('4067', '677')
('4131', '5700')
('4155', '985')
('4177', '4638')
('4198', '4530')
('4239', '9790')
('4282', '6074')
('4348', '4116')
('4389', '9248')
('4473', '9933')
('4485', '2874')
('4552', '61')
('4557', '2654')
('4574', '6497')
('4591', '6414')
('4656', '2215')
('4753', '6771')
('4847', '3170')
('4925', '8675')
('4975', '3623')
('4997', '7534')
('5011', '5185')
('5038', '5024')
('5045', '46')
('5075', '6569')
('5135', '7314')
('5155', '5292')
('5200', '1429')
('5200', '8240')
('5267', '2973')
('5349', '3946')
('5351', '2084')
('5392', '4676')
('5429', '8524')
('5439', '9867')
('5475', '5306')
('5478', '260')
('5491', '6672')
('5521', '5994')
('5598', '7651')
('5619', '6712')
('5668', '4528')
('5681', '3571')
('5697', '4351')
('5734', '2941')
('5814', '689')
('5863', '6481')
('5874', '4104')
('5916', '9107')
('5932', '4182')
('5961', '3126')
('5967', '6593')
('5969', '7960')
('6022', '6488')
('6050', '3614')
('6073', '4846')
('6175', '1257')
('6189', '5219')
('6241', '7486')
('6245', '682')
('6258', '4981')
('6263', '8303')
('6296', '767')
('6434', '9709')
('6632', '320')
('6634', '9476')
('6641', '7583')
('6701', '577')
('6733', '8937')
('6759', '5034')
('6868', '7692')
('6914', '6023')
('6943', '4443')
('6967', '7607')
('6988', '1006')
('7004', '7530')
('7043', '2816')
('7131', '7701')
('7132', '7322')
('7150', '1707')
('7160', '1181')
('7160', '5870')
('7318', '1330')
('7325', '9538')
('7326', '7837')
('7343', '6178')
('7356', '802')
('7375', '8654')
('7376', '7528')
('7390', '4877')
('7445', '8712')
('7518', '8340')
('7527', '8913')
('7572', '1493')
('7581', '266')
('7612', '5258')
('7676', '87')
('7690', '36')
('7739', '1071')
('7742', '9198')
('7815', '424')
('7834', '1156')
('7921', '7778')
('7940', '7173')
('8077', '3162')
('8078', '8731')
('8139', '7235')
('8185', '8152')
('8229', '1596')
('8232', '1909')
('8281', '6788')
('8327', '4053')
('8399', '2247')
('8401', '3364')
('8441', '8169')
('8445', '6589')
('8468', '4186')
('8508', '1638')
('8518', '454')
('8551', '3085')
('8580', '5469')
('8587', '7834')
('8630', '2315')
('8668', '950')
('8713', '8433')
('8731', '1287')
('8769', '3516')
('8782', '1212')
('8939', '4136')
('9005', '3862')
('9011', '3773')
('9142', '1988')
('9318', '31')
('9325', '7778')
('9339', '8623')
('9393', '1434')
('9562', '1788')
('9611', '2675')
('9647', '4467')
('9753', '8115')
('9758', '9312')
('9770', '9824')
('9821', '5491')
('9821', '8896')
('9875', '9714')
('9945', '7705')
('9948', '8665')
('9949', '2060')
('39', '2716')
('71', '3072')
('72', '6060')
('81', '7407')
('84', '1434')
('106', '6738')
('194', '151')
('199', '5558')
('201', '6681')
('210', '5714')
('223', '5982')
('317', '3498')
('339', '7529')
('364', '8137')
('399', '8139')
('445', '5994')
('457', '3051')
('522', '8346')
('531', '8622')
('541', '6199')
('565', '4972')
('673', '6366')
('684', '7676')
('719', '1279')
('732', '8396')
('743', '1911')
('821', '7217')
('832', '4028')
('891', '5665')
('906', '6806')
('929', '872')
('936', '458')
('950', '3827')
('972', '1367')
('1007', '1024')
('1024', '7969')
('1052', '9323')
('1085', '6998')
('1087', '6459')
('1098', '480')
('1101', '603')
('1112', '8626')
('1133', '6696')
('1164', '3845')
('1214', '4293')
('1275', '8673')
('1286', '8811')
('1302', '6682')
('1308', '2042')
('1326', '4952')
('1357', '5169')
('1378', '6110')
('1398', '6015')
('1411', '6060')
('1512', '8452')
('1626', '143')
('1684', '1976')
('1710', '3760')
('1722', '1253')
('1727', '1411')
('1763', '3113')
('1763', '8906')
('1790', '1666')
('1829', '8175')
('1862', '5334')
('1882', '7413')
('1957', '220')
('1962', '2481')
('1976', '3755')
('2013', '1816')
('2018', '218')
('2030', '8240')
('2037', '5275')
('2042', '4904')
('2109', '1825')
('2140', '8339')
('2180', '7336')
('2256', '2344')
('2321', '1120')
('2322', '9938')
('2417', '3832')
('2448', '8242')
('2497', '7365')
('2599', '2149')
('2645', '6275')
('2669', '8375')
('2687', '2901')
('2757', '3227')
('2765', '2252')
('2769', '3958')
('2862', '9955')
('2956', '6536')
('3027', '5194')
('3037', '6158')
('3157', '1756')
('3217', '7327')
('3227', '1598')
('3274', '388')
('3342', '5244')
('3351', '3596')
('3355', '7370')
('3357', '966')
('3406', '8968')
('3436', '1870')
('3472', '3431')
('3498', '8438')
('3499', '8561')
('3543', '1693')
('3565', '3317')
('3572', '8028')
('3623', '5506')
('3679', '7752')
('3688', '4514')
('3720', '5354')
('3750', '4924')
('3790', '3144')
('3924', '8977')
('3980', '4981')
('4040', '9215')
('4084', '3815')
('4124', '1832')
('4244', '8737')
('4244', '9632')
('4260', '3169')
('4268', '9696')
('4303', '7644')
('4410', '9585')
('4419', '4449')
('4420', '6622')
('4450', '2140')
('4455', '4089')
('4485', '4934')
('4549', '5642')
('4581', '4612')
('4645', '7820')
('4674', '176')
('4700', '2615')
('4733', '6223')
('4777', '2061')
('4824', '4453')
('4899', '4813')
('4972', '8424')
('4978', '7061')
('5001', '9284')
('5120', '8328')
('5124', '7757')
('5215', '4320')
('5268', '6346')
('5276', '412')
('5298', '3957')
('5416', '5761')
('5431', '8931')
('5477', '2081')
('5504', '2063')
('5530', '1200')
('5603', '5524')
('5669', '687')
('5748', '8016')
('5752', '1005')
('5951', '1901')
('5957', '8279')
('5992', '5114')
('6037', '9427')
('6096', '1078')
('6098', '6046')
('6172', '1965')
('6255', '9506')
('6259', '6382')
('6260', '4745')
('6279', '2284')
('6305', '4605')
('6423', '3163')
('6445', '1449')
('6455', '8249')
('6542', '1074')
('6616', '3816')
('6629', '7779')
('6637', '5836')
('6789', '5956')
('6830', '399')
('6830', '7705')
('6831', '4382')
('6832', '2901')
('6870', '1493')
('6870', '3489')
('6901', '3034')
('6903', '5492')
('6933', '794')
('6998', '6281')
('7027', '3286')
('7063', '8726')
('7066', '6681')
('7088', '3445')
('7140', '2703')
('7155', '467')
('7204', '7490')
('7275', '1716')
('7288', '5680')
('7329', '831')
('7355', '7137')
('7372', '9834')
('7393', '4226')
('7403', '9115')
('7413', '4963')
('7508', '4452')
('7530', '3304')
('7551', '4145')
('7551', '7275')
('7593', '5722')
('7597', '8391')
('7637', '7232')
('7637', '7552')
('7639', '370')
('7805', '2298')
('7805', '7635')
('7811', '9238')
('7904', '613')
('7928', '6216')
('7935', '7414')
('7936', '600')
('7948', '9007')
('8137', '4705')
('8144', '7161')
('8178', '9298')
('8195', '962')
('8257', '8953')
('8260', '2682')
('8269', '4105')
('8296', '7424')
('8363', '6130')
('8369', '971')
('8392', '8199')
('8433', '5316')
('8434', '933')
('8461', '4849')
('8538', '5572')
('8542', '856')
('8550', '1673')
('8634', '463')
('8662', '968')
('8670', '6682')
('8701', '3640')
('8708', '4263')
('8804', '4068')
('8827', '6770')
('8835', '3625')
('8840', '1333')
('8940', '6774')
('8949', '8014')
('8975', '5426')
('9011', '4850')
('9023', '8284')
('9064', '6777')
('9102', '2204')
('9136', '1881')
('9156', '646')
('9177', '1216')
('9231', '5502')
('9252', '8535')
('9271', '8522')
('9286', '798')
('9297', '9477')
('9367', '410')
('9380', '7108')
('9554', '9652')
('9664', '148')
('9697', '978')
('9707', '7616')
('9721', '6187')
('9722', '994')
('9734', '6555')
('9864', '9686')
('9873', '6241')
('9953', '601')
('9966', '7297')
('9980', '2946')
('9986', '601')
('9993', '4394')
('11', '6031')
('77', '2309')
('97', '5229')
('98', '636')
('131', '1683')
('156', '6258')
('218', '230')
('235', '5209')
('241', '5674')
('290', '1435')
('325', '4288')
('380', '9243')
('455', '7425')
('490', '32')
('946', '7517')
('969', '5364')
('988', '3421')
('1066', '5557')
('1107', '7666')
('1147', '4821')
('1163', '4011')
('1168', '1219')
('1219', '8062')
('1227', '1112')
('1266', '3919')
('1284', '5554')
('1312', '436')
('1326', '5875')
('1403', '9390')
('1429', '2642')
('1464', '9068')
('1479', '5998')
('1514', '9809')
('1532', '6205')
('1547', '3620')
('1584', '2366')
('1591', '9806')
('1603', '4154')
('1618', '45')
('1628', '5045')
('1632', '7261')
('1671', '8833')
('1749', '1457')
('1769', '9454')
('1785', '9635')
('1836', '325')
('1934', '3148')
('1941', '4983')
('1960', '8846')
('2047', '8070')
('2048', '1130')
('2121', '4476')
('2128', '5274')
('2131', '806')
('2151', '494')
('2154', '8413')
('2156', '7720')
('2189', '3786')
('2189', '4693')
('2201', '7423')
('2204', '6806')
('2279', '9575')
('2371', '8162')
('2418', '5551')
('2456', '6167')
('2525', '9691')
('2526', '8719')
('2531', '7684')
('2541', '3877')
('2578', '1448')
('2607', '5367')
('2677', '8819')
('2703', '2706')
('2735', '3231')
('2735', '7216')
('2780', '5180')
('2786', '5214')
('2797', '3304')
('2834', '5699')
('2903', '9303')
('2965', '4557')
('2972', '8997')
('3079', '5867')
('3131', '3938')
('3171', '5882')
('3189', '8076')
('3192', '9282')
('3230', '2828')
('3283', '8314')
('3291', '186')
('3336', '3183')
('3345', '9740')
('3346', '2851')
('3380', '7208')
('3395', '1042')
('3434', '4655')
('3506', '5617')
('3507', '4640')
('3524', '3773')
('3720', '3749')
('3736', '1026')
('3741', '3784')
('3766', '6089')
('3788', '2045')
('3791', '1481')
('3806', '9933')
('3842', '7329')
('3893', '171')
('3895', '7057')
('4002', '7656')
('4015', '7581')
('4097', '9278')
('4158', '3720')
('4240', '8623')
('4277', '6711')
('4281', '9569')
('4337', '9199')
('4354', '3441')
('4359', '1828')
('4384', '8369')
('4439', '1614')
('4449', '834')
('4456', '1637')
('4458', '5965')
('4495', '766')
('4519', '7010')
('4581', '9928')
('4583', '7794')
('4590', '8257')
('4658', '3485')
('4677', '1793')
('4683', '1976')
('4698', '5576')
('4711', '9632')
('4714', '8886')
('4749', '2487')
('4753', '5591')
('4818', '1006')
('4876', '9793')
('4906', '7414')
('4928', '277')
('4936', '1251')
('4971', '3072')
('4988', '9757')
('4994', '6455')
('5008', '6998')
('5009', '1963')
('5010', '1924')
('5064', '7553')
('5091', '6556')
('5096', '9200')
('5130', '4166')
('5136', '7761')
('5155', '6763')
('5167', '6734')
('5175', '3761')
('5183', '5974')
('5197', '3955')
('5258', '1148')
('5277', '3112')
('5317', '3271')
('5380', '1070')
('5398', '9474')
('5415', '8923')
('5480', '3128')
('5569', '5762')
('5583', '9522')
('5598', '1495')
('5661', '1087')
('5772', '1036')
('5774', '8304')
('5795', '2507')
('5795', '6982')
('5853', '5220')
('5864', '3397')
('6008', '3863')
('6091', '4292')
('6092', '7120')
('6113', '2082')
('6115', '3515')
('6122', '4091')
('6123', '4331')
('6123', '6968')
('6141', '6786')
('6159', '2337')
('6172', '1170')
('6243', '9609')
('6248', '5826')
('6280', '4872')
('6313', '846')
('6332', '1536')
('6338', '8074')
('6416', '1160')
('6492', '9839')
('6563', '2198')
('6628', '4650')
('6677', '6290')
('6764', '248')
('6811', '2336')
('6885', '202')
('6896', '7319')
('6975', '6253')
('6979', '1074')
('6982', '136')
('7004', '4282')
('7047', '9301')
('7071', '8931')
('7071', '9202')
('7092', '8435')
('7198', '8416')
('7201', '280')
('7226', '9887')
('7227', '1115')
('7232', '7991')
('7234', '4644')
('7244', '2965')
('7322', '9213')
('7349', '6616')
('7379', '7934')
('7414', '5434')
('7450', '5176')
('7470', '2979')
('7473', '1990')
('7487', '4660')
('7499', '3496')
('7549', '3872')
('7558', '7026')
('7579', '2252')
('7581', '6889')
('7593', '5460')
('7629', '6839')
('7632', '5357')
('7637', '2280')
('7642', '4196')
('7680', '3053')
('7686', '5043')
('7693', '1900')
('7725', '7658')
('7735', '6956')
('7747', '9715')
('7748', '2626')
('7802', '3253')
('7838', '9776')
('8038', '3769')
('8067', '2074')
('8093', '2336')
('8116', '5547')
('8135', '6030')
('8145', '3405')
('8155', '813')
('8165', '9023')
('8275', '5884')
('8290', '9818')
('8323', '8326')
('8324', '509')
('8372', '9908')
('8408', '1478')
('8410', '7435')
('8416', '6510')
('8433', '38')
('8495', '8774')
('8527', '5107')
('8572', '8946')
('8576', '2166')
('8638', '4462')
('8644', '2907')
('8707', '71')
('8747', '5993')
('8757', '6288')
('8781', '811')
('8840', '816')
('8907', '2018')
('8952', '7977')
('8955', '1499')
('8970', '1501')
('9082', '8178')
('9117', '457')
('9124', '5584')
('9156', '7348')
('9190', '4437')
('9211', '2392')
('9275', '8432')
('9356', '3081')
('9365', '9409')
('9454', '5596')
('9456', '9351')
('9510', '2273')
('9530', '4113')
('9531', '4300')
('9545', '7820')
('9559', '886')
('9570', '7079')
('9614', '2624')
('9649', '2145')
('9687', '5952')
('9712', '8593')
('9853', '3454')
('9897', '9930')
('9908', '1621')
('9914', '2936')
('9996', '9785')
('8', '865')
('14', '8153')
('99', '5859')
('156', '6342')
('209', '6539')
('229', '126')
('309', '7342')
('367', '1450')
('420', '6417')
('488', '4767')
('537', '7477')
('588', '818')
('613', '198')
('637', '4935')
('652', '1052')
('734', '8209')
('797', '7571')
('886', '1895')
('916', '9542')
('945', '574')
('960', '1133')
('980', '4454')
('992', '3754')
('1055', '741')
('1073', '2324')
('1083', '4098')
('1127', '8072')
('1155', '8113')
('1184', '859')
('1229', '8744')
('1243', '4249')
('1256', '1655')
('1276', '5176')
('1324', '7537')
('1365', '3122')
('1399', '8450')
('1426', '9372')
('1436', '2535')
('1459', '1274')
('1498', '4007')
('1512', '6853')
('1526', '649')
('1527', '2928')
('1575', '5152')
('1592', '5267')
('1593', '6744')
('1628', '6590')
('1639', '990')
('1678', '8464')
('1729', '7764')
('1792', '1528')
('1821', '8119')
('1897', '2379')
('1899', '1958')
('1924', '5662')
('2007', '4258')
('2036', '2383')
('2069', '5490')
('2092', '3016')
('2124', '4713')
('2192', '5309')
('2200', '2326')
('2224', '3954')
('2290', '6581')
('2364', '1165')
('2365', '3898')
('2366', '2732')
('2450', '8038')
('2566', '410')
('2568', '4883')
('2641', '2839')
('2657', '7699')
('2695', '8685')
('2719', '5339')
('2733', '5983')
('2763', '4485')
('2780', '1739')
('2805', '683')
('2850', '1281')
('2856', '738')
('2860', '7796')
('2886', '7689')
('2937', '6779')
('2942', '2132')
('2960', '9102')
('2980', '905')
('3011', '1471')
('3062', '834')
('3173', '622')
('3190', '8677')
('3312', '5361')
('3365', '2705')
('3378', '2117')
('3509', '5760')
('3513', '9439')
('3541', '2258')
('3570', '5982')
('3681', '6879')
('3722', '8503')
('3730', '2053')
('3768', '8304')
('3786', '8234')
('3855', '4527')
('3864', '2949')
('3872', '6278')
('3895', '6534')
('3912', '9981')
('3932', '4030')
('3959', '6937')
('3985', '9970')
('4011', '9514')
('4046', '6171')
('4074', '7408')
('4080', '7865')
('4107', '3987')
('4120', '4711')
('4200', '1800')
('4289', '3620')
('4302', '9357')
('4447', '1900')
('4565', '5335')
('4586', '1885')
('4614', '3693')
('4689', '6516')
('4698', '9747')
('4699', '4157')
('4703', '1844')
('4727', '1036')
('4748', '321')
('4790', '8961')
('4833', '2516')
('4892', '2246')
('4924', '9427')
('4967', '5177')
('4969', '7245')
('5069', '5920')
('5075', '5902')
('5105', '1761')
('5156', '2463')
('5174', '2825')
('5180', '3944')
('5195', '2429')
('5196', '4469')
('5206', '3894')
('5219', '7878')
('5245', '7305')
('5250', '5686')
('5288', '7215')
('5293', '4908')
('5298', '5933')
('5351', '7910')
('5353', '5673')
('5361', '7016')
('5372', '4423')
('5424', '9368')
('5434', '932')
('5444', '4219')
('5516', '9774')
('5559', '3482')
('5595', '2503')
('5638', '2415')
('5652', '998')
('5658', '353')
('5660', '4627')
('5688', '36')
('5698', '7638')
('5709', '8548')
('5726', '1197')
('5727', '6119')
('5764', '86')
('5764', '311')
('5823', '3950')
('5885', '2195')
('5891', '1022')
('5918', '7166')
('5935', '7341')
('5939', '6435')
('5957', '9984')
('6001', '712')
('6001', '9310')
('6012', '5259')
('6017', '7832')
('6018', '6808')
('6068', '4')
('6075', '1850')
('6076', '4400')
('6164', '2834')
('6166', '3638')
('6268', '4643')
('6313', '7505')
('6403', '9238')
('6471', '9670')
('6490', '2879')
('6516', '7527')
('6541', '8398')
('6649', '780')
('6652', '3676')
('6667', '5725')
('6683', '3926')
('6794', '2933')
('6844', '6658')
('6846', '1592')
('6865', '14')
('6900', '3245')
('6974', '7017')
('7035', '194')
('7046', '3275')
('7083', '9518')
('7142', '7319')
('7150', '2042')
('7172', '653')
('7178', '2116')
('7211', '4661')
('7236', '9410')
('7313', '4654')
('7333', '2034')
('7392', '359')
('7413', '722')
('7420', '6243')
('7465', '8286')
('7470', '9400')
('7477', '5414')
('7557', '1510')
('7557', '7549')
('7605', '7632')
('7621', '2284')
('7654', '6395')
('7681', '4607')
('7703', '2882')
('7707', '4941')
('7720', '9913')
('7867', '5740')
('7870', '6643')
('7886', '8361')
('8003', '5987')
('8050', '802')
('8057', '7123')
('8126', '3112')
('8208', '845')
('8215', '9184')
('8348', '972')
('8399', '3773')
('8416', '9807')
('8486', '968')
('8488', '973')
('8530', '5112')
('8554', '8067')
('8579', '4026')
('8633', '248')
('8716', '4739')
('8717', '8072')
('8773', '4970')
('8786', '3695')
('8805', '8244')
('8830', '4754')
('8860', '5330')
('8861', '705')
('8872', '4')
('8887', '1222')
('8893', '4105')
('8898', '4249')
('8905', '6599')
('8914', '8910')
('8933', '5597')
('8944', '1126')
('8964', '1866')
('8990', '6277')
('8996', '2381')
('9019', '2058')
('9077', '2924')
('9142', '4565')
('9153', '6081')
('9181', '8464')
('9192', '5740')
('9324', '9438')
('9352', '9820')
('9374', '7835')
('9425', '1409')
('9433', '5464')
('9450', '8236')
('9474', '3015')
('9479', '9801')
('9495', '8243')
('9505', '4165')
('9507', '8753')
('9525', '4932')
('9529', '2297')
('9584', '6150')
('9602', '935')
('9626', '885')
('9635', '2673')
('9673', '8512')
('9737', '6298')
('9764', '2275')
('9774', '9808')
('9796', '5314')
