22107.14000000049
('127', '62074')
('41933', '62908')
('41946', '27984')
('41992', '89259')
('42000', '54896')
('42023', '72299')
('42137', '3098')
('42148', '29102')
('42185', '19440')
('42196', '86559')
('42207', '64492')
('42211', '16833')
('42242', '77771')
('42252', '31169')
('42301', '45696')
('42371', '10680')
('42383', '73201')
('42397', '72777')
('42398', '98150')
('42458', '48281')
('42475', '29300')
('42554', '34404')
('42605', '41384')
('42606', '67814')
('42666', '70498')
('42712', '66368')
('42760', '98736')
('43007', '47916')
('43035', '95358')
('43040', '49902')
('43053', '47965')
('43066', '91928')
('43135', '17385')
('43167', '49227')
('43168', '57990')
('43170', '13470')
('43210', '58409')
('43231', '97026')
('43317', '6071')
('43325', '56952')
('43366', '82435')
('43379', '4265')
('43451', '52813')
('43503', '24277')
('43509', '89118')
('43524', '78014')
('43548', '55430')
('43556', '87321')
('43603', '34986')
('43608', '5169')
('43619', '67095')
('43628', '2959')
('43645', '22984')
('43674', '32640')
('43676', '64752')
('43681', '76150')
('43698', '71851')
('43793', '44982')
('43802', '63462')
('43854', '23331')
('43941', '68022')
('43972', '50148')
('44003', '52293')
('44018', '22686')
('44122', '8638')
('44205', '89631')
('44229', '53770')
('44230', '49710')
('44357', '99865')
('44428', '71530')
('44458', '11881')
('44464', '6958')
('44535', '69845')
('44606', '20650')
('44648', '473')
('44745', '45159')
('44754', '10140')
('44820', '14484')
('44924', '99582')
('44958', '85165')
('44962', '93507')
('45001', '3260')
('45034', '44940')
('45115', '96059')
('45248', '37654')
('45262', '69961')
('45270', '73588')
('45352', '77436')
('45358', '97086')
('45379', '4360')
('45482', '68448')
('45498', '81427')
('45594', '4747')
('45636', '81737')
('45682', '45683')
('45762', '46462')
('45829', '59958')
('45851', '93837')
('45853', '67924')
('45938', '37480')
('45959', '82077')
('46022', '42986')
('46060', '65112')
('46071', '60820')
('46071', '68791')
('46102', '85774')
('46167', '80619')
('46174', '77379')
('46199', '52226')
('46224', '95567')
('46244', '57772')
('46320', '26942')
('46341', '18374')
('46347', '20744')
('46387', '27667')
('46504', '62174')
('46579', '13604')
('46579', '54655')
('46589', '89708')
('46623', '58340')
('46693', '17433')
('46720', '83533')
('46724', '24004')
('46761', '97056')
('46811', '20862')
('46875', '90821')
('46932', '13667')
('46986', '46910')
('47034', '52781')
('47067', '82966')
('47072', '41153')
('47107', '61909')
('47313', '12444')
('47328', '9069')
('47429', '8497')
('47500', '76838')
('47553', '16874')
('47606', '62947')
('47636', '4983')
('47662', '25180')
('47692', '56135')
('47724', '39104')
('47824', '69248')
('47841', '54555')
('47876', '10437')
('47881', '94674')
('47949', '20406')
('47955', '94511')
('47958', '54733')
('47963', '43673')
('47984', '38287')
('47998', '27682')
('47999', '76367')
('48014', '30947')
('48031', '61959')
('48054', '28389')
('48078', '99799')
('48085', '43754')
('48107', '59270')
('48135', '83150')
('48157', '12208')
('48189', '39874')
('48268', '39718')
('48278', '88696')
('48395', '99148')
('48403', '3353')
('48605', '15800')
('48608', '46334')
('48712', '51247')
('48745', '17793')
('48757', '18825')
('48765', '69660')
('48817', '45721')
('48867', '24514')
('48890', '65339')
('48892', '66454')
('48924', '58298')
('48950', '24075')
('49022', '79287')
('49039', '77034')
('49043', '16061')
('49070', '21')
('49153', '7031')
('49155', '81329')
('49159', '16881')
('49168', '64099')
('49207', '41109')
('49216', '75745')
('49260', '67570')
('49265', '39678')
('49283', '80998')
('49323', '14779')
('49417', '6700')
('49418', '39331')
('49422', '53373')
('49422', '70876')
('49424', '57682')
('49457', '76480')
('49466', '83698')
('49541', '17879')
('49587', '98006')
('49743', '47095')
('49767', '67472')
('49807', '90637')
('49940', '99043')
('49993', '44315')
('50003', '29668')
('50078', '42391')
('50116', '63063')
('50157', '40861')
('50159', '79188')
('50218', '75203')
('50296', '92021')
('50323', '82470')
('50406', '15107')
('50412', '73907')
('50457', '24362')
('50527', '75448')
('50600', '58147')
('50615', '96185')
('50662', '58909')
('50698', '59310')
('50704', '35628')
('50863', '51114')
('50912', '75612')
('50913', '60051')
('50925', '11001')
('50937', '56329')
('50953', '78265')
('50954', '78744')
('50968', '98462')
('50971', '54830')
('50992', '59983')
('51086', '5039')
('51144', '72896')
('51229', '36545')
('51230', '24182')
('51284', '19195')
('51288', '50423')
('51314', '83231')
('51407', '95445')
('51467', '31232')
('51575', '95961')
('51636', '99936')
('51657', '44088')
('51662', '26409')
('51742', '17628')
('51756', '42480')
('51761', '89273')
('51782', '17579')
('51809', '9848')
('51821', '57130')
('51846', '8003')
('51901', '70310')
('51913', '2618')
('51933', '57037')
('51952', '53520')
('52006', '41893')
('52045', '89136')
('52173', '56490')
('52182', '3451')
('52238', '64235')
('52513', '99605')
('52544', '58736')
('52608', '59153')
('52623', '64680')
('52651', '10321')
('52703', '30591')
('52728', '9764')
('52764', '8500')
('52804', '22498')
('52862', '23981')
('52901', '89915')
('52921', '85872')
('52941', '80351')
('52979', '26809')
('52986', '12398')
('53012', '84756')
('53027', '79669')
('53207', '21254')
('53214', '52292')
('53236', '30787')
('53303', '59354')
('53305', '67144')
('53347', '2816')
('53368', '21174')
('53486', '78819')
('53637', '38846')
('53643', '46999')
('53692', '40636')
('53740', '62453')
('53743', '89095')
('53769', '69174')
('53782', '39335')
('53805', '20090')
('53808', '96184')
('53859', '91865')
('53862', '68273')
('53924', '37244')
('53950', '93160')
('54081', '74213')
('54097', '63055')
('54097', '93797')
('54176', '52240')
('54195', '97731')
('54242', '6361')
('54242', '69139')
('54259', '54716')
('54273', '61165')
('54274', '74288')
('54289', '8834')
('54290', '91893')
('54309', '68184')
('54316', '96049')
('54413', '98831')
('54451', '39480')
('54534', '59266')
('54587', '34508')
('54614', '21204')
('54639', '52150')
('54693', '85585')
('54756', '5455')
('54766', '86141')
('54840', '34095')
('54861', '98238')
('54896', '57130')
('54934', '6613')
('54943', '6134')
('55060', '421')
('55075', '71918')
('55087', '33221')
('55096', '39333')
('55155', '15968')
('55198', '90255')
('55243', '22010')
('55246', '80534')
('55300', '62315')
('55302', '76231')
('55306', '70817')
('55348', '40186')
('55361', '40690')
('55375', '84286')
('55400', '70923')
('55415', '54338')
('55449', '66773')
('55522', '71565')
('55536', '39803')
('55550', '60223')
('55618', '49045')
('55752', '88061')
('55754', '94039')
('55758', '58502')
('55859', '72344')
('55918', '54657')
('55939', '69594')
('55945', '26993')
('55993', '76439')
('55995', '62112')
('56109', '31739')
('56151', '63764')
('56339', '63653')
('56356', '55122')
('56364', '84017')
('56377', '56347')
('56389', '99991')
('56467', '59529')
('56468', '3023')
('56473', '46124')
('56476', '40101')
('56479', '95755')
('56556', '71555')
('56614', '86529')
('56624', '41412')
('56642', '95286')
('56672', '70287')
('56697', '58739')
('56767', '92758')
('56786', '61629')
('56786', '72644')
('56808', '55349')
('56892', '13291')
('56939', '41335')
('57049', '62571')
('57091', '49186')
('57208', '13663')
('57233', '57359')
('57281', '37660')
('57336', '11639')
('57368', '52744')
('57376', '67222')
('57409', '11524')
('57503', '79185')
('57507', '63906')
('57540', '88083')
('57566', '70012')
('57571', '47111')
('57649', '11713')
('57744', '14294')
('57753', '78837')
('57856', '12052')
('57876', '68464')
('57907', '77519')
('57936', '66653')
('57999', '71682')
('58007', '91081')
('58100', '8456')
('58119', '26464')
('58121', '36424')
('58201', '92994')
('58225', '73354')
('58228', '58099')
('58253', '81315')
('58277', '30328')
('58298', '97221')
('58337', '4055')
('58372', '74020')
('58490', '1799')
('58506', '42671')
('58522', '56075')
('58526', '5845')
('58531', '25120')
('58531', '98819')
('58566', '46085')
('58664', '79847')
('58708', '88225')
('58742', '20150')
('58759', '28586')
('58816', '56515')
('58861', '40264')
('58892', '41684')
('58903', '18379')
('58927', '68047')
('58930', '61359')
('58949', '18330')
('58968', '73076')
('58972', '19790')
('59056', '32466')
('59090', '42410')
('59114', '37916')
('59135', '78790')
('59163', '31202')
('59164', '82667')
('59243', '8965')
('59246', '75727')
('59306', '73596')
('59369', '13419')
('59469', '18295')
('59493', '92273')
('59545', '1262')
('59638', '57332')
('59644', '19489')
('59702', '23582')
('59765', '80198')
('59774', '79969')
('59811', '82862')
('59828', '26801')
('59852', '39549')
('59870', '26585')
('59877', '27590')
('59890', '90268')
('59916', '39370')
('59921', '89639')
('59977', '24178')
('59984', '52273')
('60022', '87602')
('60123', '73140')
('60184', '20331')
('60204', '15095')
('60222', '73309')
('60223', '45012')
('60293', '23666')
('60384', '71663')
('60415', '70424')
('60451', '25885')
('60532', '81189')
('60554', '79357')
('60566', '13968')
('60668', '3653')
('60684', '62957')
('60760', '14699')
('60903', '54669')
('60960', '27644')
('60970', '27670')
('61039', '91557')
('61053', '68021')
('61112', '86744')
('61126', '75513')
('61143', '52333')
('61181', '76793')
('61214', '17776')
('61268', '58299')
('61403', '19198')
('61498', '51174')
('61498', '70151')
('61525', '96058')
('61654', '53640')
('61679', '82785')
('61778', '76557')
('61786', '88130')
('61789', '65872')
('61795', '30783')
('61814', '52142')
('61831', '28851')
('61914', '76751')
('61948', '68139')
('61970', '78897')
('62037', '79625')
('62107', '49794')
('62108', '92635')
('62148', '70703')
('62261', '35376')
('62269', '20025')
('62271', '43097')
('62286', '56709')
('62293', '54455')
('62316', '20586')
('62332', '20958')
('62405', '13699')
('62554', '77602')
('62556', '5601')
('62580', '1007')
('62584', '1799')
('62656', '37275')
('62816', '12333')
('62826', '30230')
('62832', '60683')
('62873', '62505')
('63083', '88684')
('63088', '19001')
('63142', '54971')
('63249', '57640')
('63268', '83278')
('63309', '95393')
('63356', '15325')
('63407', '50682')
('63453', '36272')
('63489', '12059')
('63590', '56500')
('63606', '69912')
('63619', '82029')
('63643', '62584')
('63653', '39262')
('63658', '68735')
('63664', '225')
('63687', '17357')
('63735', '5881')
('63743', '49836')
('63747', '52320')
('63763', '84644')
('63765', '52565')
('63789', '12909')
('63821', '91788')
('63823', '13509')
('63881', '63232')
('63928', '2794')
('63953', '25794')
('63997', '51733')
('64071', '6297')
('64095', '67016')
('64112', '43628')
('64156', '72663')
('64164', '69093')
('64201', '97050')
('64239', '62111')
('64249', '79802')
('64283', '86485')
('64322', '31349')
('64361', '35608')
('64424', '2500')
('64478', '55494')
('64497', '22488')
('64506', '27738')
('64563', '99619')
('64613', '13375')
('64730', '93927')
('64743', '36378')
('64748', '11515')
('64859', '59424')
('64903', '28176')
('64942', '98245')
('65043', '80864')
('65063', '90384')
('65068', '61015')
('65070', '11626')
('65149', '37953')
('65166', '91098')
('65244', '26882')
('65324', '71990')
('65326', '41816')
('65362', '72192')
('65364', '91579')
('65396', '28036')
('65420', '74320')
('65422', '77927')
('65424', '78144')
('65441', '72531')
('65486', '21822')
('65569', '54463')
('65606', '84897')
('65636', '46920')
('65688', '68782')
('65720', '12001')
('65740', '68980')
('65776', '41840')
('65791', '1078')
('65815', '539')
('65888', '21945')
('65891', '7291')
('65901', '33705')
('65933', '65533')
('65956', '76191')
('66073', '924')
('66081', '8652')
('66082', '40706')
('66088', '14734')
('66093', '68544')
('66095', '68078')
('66098', '42586')
('66126', '79842')
('66173', '82808')
('66198', '27659')
('66223', '72057')
('66229', '92011')
('66265', '42380')
('66267', '94158')
('66273', '9253')
('66293', '7069')
('66333', '15094')
('66339', '91889')
('66422', '21049')
('66424', '7049')
('66446', '26148')
('66454', '44216')
('66472', '25258')
('66479', '44310')
('66493', '13442')
('66615', '24290')
('66667', '11247')
('66673', '39028')
('66685', '84874')
('66705', '29434')
('66724', '36423')
('66724', '55906')
('66757', '51090')
('66795', '96193')
('66900', '59208')
('66914', '54215')
('66953', '51471')
('66972', '84799')
('66987', '44251')
('67009', '35338')
('67031', '33438')
('67056', '90908')
('67078', '21368')
('67087', '57790')
('67108', '55682')
('67174', '39777')
('67185', '16751')
('67208', '95282')
('67219', '4347')
('67321', '80083')
('67325', '1598')
('67396', '67454')
('67399', '35435')
('67408', '64789')
('67461', '2992')
('67466', '11308')
('67483', '5963')
('67552', '83924')
('67554', '46905')
('67577', '8353')
('67593', '58503')
('67621', '81004')
('67646', '42124')
('67670', '42920')
('67683', '15131')
('67717', '35433')
('67900', '48161')
('68035', '86359')
('68207', '27583')
('68299', '26640')
('68393', '72809')
('68424', '15585')
('68428', '83308')
('68463', '27677')
('68541', '72545')
('68586', '1740')
('68721', '17650')
('68749', '20628')
('68801', '94918')
('68870', '99186')
('68911', '21677')
('68984', '96286')
('69008', '27093')
('69131', '50872')
('69233', '79823')
('69233', '96671')
('69253', '53193')
('69270', '16475')
('69300', '75102')
('69315', '51362')
('69349', '45774')
('69454', '23074')
('69484', '20025')
('69509', '26442')
('69578', '62682')
('69589', '45785')
('69786', '16789')
('69802', '44227')
('69857', '60728')
('69910', '41355')
('69915', '88575')
('69967', '58054')
('70020', '19438')
('70044', '97754')
('70046', '34320')
('70049', '38754')
('70050', '26009')
('70138', '27554')
('70153', '83113')
('70220', '14091')
('70313', '93871')
('70363', '78214')
('70370', '94747')
('70395', '42216')
('70474', '96117')
('70501', '47767')
('70508', '65676')
('70601', '97218')
('70608', '99580')
('70657', '16384')
('70681', '59825')
('70759', '92478')
('70829', '22890')
('70845', '28021')
('70882', '81265')
('70931', '13022')
('71023', '86907')
('71048', '12243')
('71127', '54671')
('71150', '61193')
('71155', '47923')
('71297', '61166')
('71299', '4215')
('71341', '96570')
('71373', '46685')
('71481', '93313')
('71634', '3710')
('71667', '79941')
('71723', '44185')
('71783', '66378')
('71867', '78740')
('71873', '37322')
('71875', '84756')
('71922', '45005')
('71986', '76557')
('71986', '91405')
('72010', '79062')
('72039', '97134')
('72048', '72607')
('72126', '18488')
('72237', '90888')
('72239', '68366')
('72243', '96057')
('72288', '17770')
('72306', '47731')
('72339', '43266')
('72367', '14607')
('72367', '52762')
('72417', '36051')
('72476', '59633')
('72476', '68642')
('72507', '43334')
('72519', '18672')
('72538', '73038')
('72594', '33151')
('72650', '29588')
('72664', '42816')
('72683', '66312')
('72701', '51761')
('72752', '78025')
('72771', '87495')
('72784', '69249')
('72854', '552')
('72876', '96381')
('72891', '15508')
('72945', '76553')
('73006', '50781')
('73009', '55310')
('73147', '27804')
('73159', '8296')
('73180', '70360')
('73185', '85868')
('73359', '62498')
('73359', '71813')
('73360', '87593')
('73363', '35967')
('73567', '8728')
('73577', '37085')
('73623', '98448')
('73637', '50042')
('73638', '24250')
('73640', '73587')
('73698', '48335')
('73721', '70595')
('73732', '26203')
('73791', '44237')
('73816', '14029')
('73875', '34370')
('73887', '48573')
('73957', '18748')
('73961', '82489')
('74015', '54114')
('74020', '10169')
('74049', '21353')
('74074', '13096')
('74088', '53357')
('74173', '8437')
('74204', '87037')
('74250', '50800')
('74283', '94648')
('74366', '71685')
('74379', '56421')
('74490', '39625')
('74535', '73292')
('74614', '33737')
('74624', '61950')
('74707', '68513')
('74720', '57200')
('74770', '3427')
('74774', '20357')
('74923', '30165')
('75023', '56222')
('75106', '25493')
('75130', '35358')
('75135', '36895')
('75135', '43464')
('75159', '74827')
('75162', '56050')
('75194', '50476')
('75241', '66061')
('75439', '18868')
('75444', '16035')
('75542', '51886')
('75548', '92558')
('75555', '32151')
('75556', '45594')
('75593', '48803')
('75594', '42513')
('75602', '70142')
('75621', '83312')
('75641', '13397')
('75642', '4605')
('75699', '74159')
('75720', '76411')
('75731', '66556')
('75769', '99885')
('75779', '8967')
('75809', '59099')
('75832', '87508')
('75882', '2226')
('76024', '88669')
('76035', '72272')
('76087', '7013')
('76104', '94472')
('76121', '72185')
('76168', '79793')
('76197', '47946')
('76202', '14927')
('76230', '49918')
('76253', '45258')
('76274', '17727')
('76275', '467')
('76280', '12058')
('76456', '55512')
('76456', '62721')
('76465', '29835')
('76480', '3927')
('76503', '33728')
('76531', '41130')
('76552', '85470')
('76573', '87337')
('76589', '37014')
('76630', '67626')
('76694', '43856')
('76709', '27994')
('76748', '74293')
('76772', '90803')
('76784', '80547')
('76817', '30290')
('76834', '1692')
('76865', '92467')
('76888', '98816')
('76925', '47711')
('76941', '93950')
('76965', '64538')
('76972', '66152')
('77038', '29382')
('77042', '22330')
('77057', '64630')
('77062', '58406')
('77077', '80673')
('77095', '99869')
('77153', '76686')
('77164', '40782')
('77243', '29444')
('77295', '25549')
('77436', '44448')
('77549', '18914')
('77577', '51554')
('77591', '12753')
('77758', '91973')
('77785', '79726')
('77795', '4041')
('77797', '92002')
('77826', '9004')
('77914', '46601')
('77932', '50869')
('77944', '94606')
('78032', '61262')
('78175', '90621')
('78183', '77187')
('78209', '316')
('78306', '28458')
('78328', '47382')
('78333', '7680')
('78340', '53051')
('78428', '16003')
('78510', '30368')
('78542', '63754')
('78631', '94271')
('78632', '31203')
('78702', '73098')
('78823', '26120')
('78858', '19221')
('78971', '85013')
('78994', '76450')
('79017', '72810')
('79065', '37683')
('79127', '26533')
('79140', '58609')
('79209', '81023')
('79233', '7230')
('79236', '48050')
('79280', '27148')
('79281', '10790')
('79346', '14770')
('79422', '32921')
('79444', '68224')
('79495', '52254')
('79530', '52873')
('79598', '9440')
('79690', '50605')
('79759', '53211')
('79760', '77116')
('79807', '25905')
('79837', '24448')
('79843', '62583')
('79873', '48006')
('79894', '58031')
('79906', '9102')
('79952', '60931')
('79955', '57035')
('79976', '53081')
('80018', '51216')
('80070', '42082')
('80094', '77196')
('80098', '72047')
('80100', '36994')
('80150', '46302')
('80193', '90892')
('80203', '22756')
('80234', '71532')
('80277', '7972')
('80281', '29655')
('80283', '7098')
('80292', '1214')
('80353', '88339')
('80376', '76911')
('80436', '55834')
('80473', '82131')
('80531', '39386')
('80541', '99225')
('80600', '56562')
('80654', '24410')
('80750', '9934')
('80775', '34332')
('80867', '80042')
('80885', '18107')
('80922', '27805')
('81021', '51785')
('81043', '75376')
('81066', '95747')
('81091', '72955')
('81126', '23330')
('81200', '72343')
('81239', '84455')
('81273', '96238')
('81282', '59159')
('81302', '63853')
('81325', '41718')
('81345', '93682')
('81391', '79681')
('81488', '77285')
('81520', '41319')
('81524', '88431')
('81557', '2338')
('81610', '31540')
('81939', '15384')
('81991', '85702')
('82048', '6567')
('82093', '20287')
('82122', '68113')
('82144', '99943')
('82159', '97589')
('82195', '86103')
('82210', '55623')
('82264', '19640')
('82296', '39646')
('82344', '75194')
('82469', '46511')
('82577', '22236')
('82586', '42607')
('82625', '9784')
('82762', '54630')
('82786', '6991')
('82867', '91251')
('82946', '20217')
('82975', '3905')
('83094', '14734')
('83111', '99217')
('83119', '44348')
('83173', '76905')
('83244', '41070')
('83278', '1323')
('83296', '64860')
('83348', '14626')
('83350', '72227')
('83415', '44410')
('83456', '45828')
('83463', '65669')
('83510', '98058')
('83571', '26065')
('83580', '59662')
('83581', '33947')
('83624', '57627')
('83662', '79475')
('83698', '40325')
('83739', '33600')
('83968', '54050')
('83978', '7196')
('83982', '26826')
('84141', '35296')
('84144', '38835')
('84171', '77547')
('84220', '59947')
('84229', '12306')
('84267', '21512')
('84326', '13384')
('84339', '25142')
('84368', '35725')
('84375', '60811')
('84408', '80649')
('84446', '42258')
('84509', '17608')
('84519', '31192')
('84551', '50426')
('84552', '42226')
('84582', '59186')
('84598', '93176')
('84617', '96773')
('84706', '74475')
('84711', '63486')
('84729', '39562')
('84755', '91771')
('84786', '83761')
('84802', '27397')
('84876', '510')
('84922', '97723')
('84935', '92762')
('84937', '15985')
('85002', '18392')
('85010', '80159')
('85012', '48874')
('85046', '522')
('85071', '69742')
('85101', '298')
('85126', '2631')
('85136', '91028')
('85138', '31975')
('85143', '78511')
('85156', '55561')
('85163', '28589')
('85205', '51603')
('85304', '85319')
('85332', '14698')
('85386', '48665')
('85398', '54761')
('85400', '47603')
('85404', '97989')
('85454', '65608')
('85541', '55917')
('85548', '37117')
('85673', '37497')
('85679', '32532')
('85689', '90577')
('85701', '23336')
('85752', '39131')
('85774', '52150')
('85855', '41576')
('85895', '37945')
('85899', '53870')
('85955', '16180')
('85973', '16371')
('86046', '73536')
('86047', '17320')
('86081', '4346')
('86091', '25429')
('86144', '77189')
('86178', '35457')
('86258', '35397')
('86310', '89328')
('86325', '5893')
('86341', '28980')
('86426', '26659')
('86606', '72375')
('86618', '54857')
('86622', '25756')
('86638', '53009')
('86676', '4676')
('86766', '53167')
('86775', '73097')
('86787', '16254')
('86828', '40196')
('86857', '13035')
('86902', '64867')
('86910', '72129')
('86911', '80132')
('87002', '99197')
('87055', '52009')
('87058', '7334')
('87086', '21450')
('87118', '48130')
('87138', '28428')
('87181', '51236')
('87212', '81060')
('87321', '82238')
('87357', '87979')
('87360', '98559')
('87379', '29094')
('87438', '40877')
('87466', '48341')
('87468', '51959')
('87552', '60152')
('87640', '43712')
('87653', '5897')
('87704', '14492')
('87732', '61118')
('87835', '63196')
('87844', '875')
('87969', '20407')
('87998', '8816')
('88032', '34852')
('88065', '4586')
('88067', '25322')
('88113', '51932')
('88160', '49555')
('88188', '3774')
('88226', '76224')
('88240', '70867')
('88276', '24338')
('88308', '48738')
('88310', '14500')
('88319', '56339')
('88358', '81183')
('88441', '17148')
('88488', '5794')
('88537', '31222')
('88606', '88807')
('88619', '94974')
('88628', '19305')
('88651', '33097')
('88699', '62725')
('88707', '57725')
('88766', '4527')
('88773', '51657')
('88777', '15028')
('88785', '76177')
('88856', '9266')
('88925', '8105')
('88985', '31678')
('88986', '51894')
('88988', '41605')
('89089', '41492')
('89111', '56108')
('89129', '89340')
('89146', '65608')
('89163', '47819')
('89222', '40507')
('89241', '37734')
('89315', '49577')
('89332', '50112')
('89435', '59959')
('89440', '87760')
('89476', '46284')
('89509', '83794')
('89525', '3467')
('89572', '58407')
('89699', '99549')
('89706', '17411')
('89776', '70415')
('89801', '52349')
('89853', '80963')
('89903', '7692')
('90034', '43144')
('90089', '47302')
('90284', '35313')
('90379', '46657')
('90391', '76722')
('90393', '18867')
('90416', '46129')
('90430', '94071')
('90482', '42677')
('90501', '60873')
('90546', '64698')
('90549', '97649')
('90572', '55894')
('90610', '53391')
('90720', '66892')
('90742', '92482')
('90767', '85374')
('90848', '91332')
('90853', '20560')
('90909', '78380')
('91000', '91904')
('91051', '72898')
('91086', '93418')
('91122', '97566')
('91137', '4050')
('91155', '73676')
('91227', '80975')
('91312', '46231')
('91343', '70388')
('91428', '93339')
('91437', '86618')
('91443', '63281')
('91470', '37131')
('91474', '3390')
('91477', '41943')
('91505', '46153')
('91507', '76677')
('91508', '25066')
('91556', '20623')
('91641', '51336')
('91645', '510')
('91659', '20308')
('91670', '3638')
('91780', '11611')
('91799', '16214')
('91833', '96792')
('91844', '11375')
('91884', '62863')
('91910', '38017')
('91939', '58949')
('91940', '66356')
('92004', '25324')
('92025', '1699')
('92052', '44874')
('92104', '4237')
('92139', '66092')
('92160', '57878')
('92164', '27443')
('92243', '80524')
('92276', '55674')
('92292', '85064')
('92358', '34643')
('92382', '6898')
('92403', '10422')
('92464', '99854')
('92477', '59597')
('92479', '67837')
('92486', '52644')
('92506', '57478')
('92510', '22117')
('92510', '92172')
('92526', '73037')
('92565', '49808')
('92668', '28620')
('92725', '3479')
('92836', '41368')
('92892', '32135')
('92925', '57500')
('92937', '50664')
('92944', '18443')
('92953', '90697')
('93016', '40983')
('93038', '34518')
('93090', '53142')
('93116', '32031')
('93131', '45954')
('93159', '58257')
('93175', '38143')
('93247', '63890')
('93426', '75751')
('93434', '31693')
('93482', '31182')
('93508', '27533')
('93582', '57115')
('93593', '11401')
('93608', '9574')
('93633', '89818')
('93638', '38739')
('93694', '24463')
('93695', '24890')
('93696', '49679')
('93707', '32711')
('93712', '29951')
('93765', '36406')
('93769', '67701')
('93831', '96977')
('93834', '11281')
('93881', '15960')
('93951', '86385')
('93964', '17269')
('93965', '12923')
('94123', '25757')
('94129', '19125')
('94182', '77186')
('94201', '25592')
('94203', '3223')
('94215', '22903')
('94320', '13997')
('94353', '40883')
('94522', '2820')
('94525', '54144')
('94528', '42575')
('94597', '40602')
('94599', '16474')
('94756', '32802')
('94795', '91470')
('94805', '53')
('94836', '12732')
('94837', '40200')
('94878', '46134')
('94904', '65781')
('94980', '51016')
('95135', '74901')
('95184', '23367')
('95194', '5670')
('95218', '1509')
('95233', '57315')
('95237', '96791')
('95251', '93846')
('95284', '5062')
('95295', '62630')
('95333', '34477')
('95342', '64807')
('95375', '82956')
('95387', '78627')
('95473', '40208')
('95563', '5124')
('95660', '16562')
('95668', '18657')
('95669', '50749')
('95717', '35384')
('95826', '10815')
('95853', '54650')
('95861', '32502')
('95918', '79311')
('95929', '10627')
('95986', '45749')
('96038', '86558')
('96102', '6190')
('96107', '59654')
('96176', '14941')
('96209', '28605')
('96216', '29597')
('96231', '71618')
('96246', '97906')
('96251', '68452')
('96276', '13660')
('96294', '1915')
('96303', '27775')
('96314', '30160')
('96363', '61425')
('96371', '36988')
('96381', '77878')
('96383', '71048')
('96396', '30140')
('96419', '51395')
('96473', '33547')
('96490', '96535')
('96560', '4723')
('96563', '76801')
('96583', '70037')
('96672', '40844')
('96694', '35139')
('96723', '26007')
('96723', '52019')
('96742', '6485')
('96757', '54705')
('96763', '69015')
('96766', '1593')
('96790', '77780')
('96804', '40682')
('96924', '84238')
('96943', '69634')
('96944', '58335')
('96946', '32315')
('96959', '66909')
('96984', '68124')
('96986', '37389')
('97045', '13447')
('97057', '76483')
('97074', '8258')
('97092', '73568')
('97094', '37444')
('97106', '22907')
('97118', '69999')
('97125', '17107')
('97130', '81471')
('97310', '53329')
('97397', '96569')
('97416', '31820')
('97427', '8689')
('97445', '82045')
('97484', '30253')
('97684', '36547')
('97740', '91551')
('97788', '67712')
('97791', '79485')
('97810', '61580')
('97829', '11954')
('97840', '20043')
('97878', '15214')
('97878', '50542')
('97912', '44925')
('97951', '25401')
('97955', '69899')
('97985', '49866')
('97989', '54596')
('97994', '22264')
('98000', '45323')
('98005', '11754')
('98128', '19266')
('98160', '52465')
('98170', '72880')
('98345', '92362')
('98398', '32356')
('98410', '21586')
('98442', '11873')
('98465', '90934')
('98483', '31074')
('98527', '21741')
('98640', '15243')
('98645', '47904')
('98656', '69506')
('98666', '52541')
('98679', '35410')
('98731', '45732')
('98791', '24903')
('98861', '31389')
('98868', '42324')
('98910', '18925')
('98927', '87494')
('98935', '45318')
('98977', '75584')
('99035', '32623')
('99037', '46626')
('99070', '83099')
('99077', '59787')
('99098', '23847')
('99128', '2391')
('99139', '65701')
('99206', '64102')
('99325', '31282')
('99326', '12718')
('99407', '47048')
('99458', '98572')
('99460', '15582')
('99462', '42726')
('99497', '63159')
('99497', '69265')
('99568', '5862')
('99580', '16579')
('99615', '15159')
('99713', '5406')
('99734', '66955')
('99758', '23034')
('99790', '21808')
('99804', '892')
('99812', '22428')
('99878', '86542')
('27', '69606')
('170', '8663')
('196', '91697')
('221', '97386')
('240', '99900')
('284', '85837')
('342', '2231')
('361', '27555')
('363', '56971')
('365', '34133')
('375', '27311')
('533', '69621')
('541', '56997')
('592', '54530')
('599', '67892')
('620', '58460')
('633', '93507')
('648', '55213')
('668', '6034')
('702', '33682')
('704', '28968')
('813', '33041')
('834', '11890')
('835', '34648')
('886', '16037')
('897', '5949')
('939', '85598')
('983', '85708')
('1131', '37825')
('1136', '52328')
('1138', '21990')
('1141', '84576')
('1154', '69228')
('1162', '86758')
('1233', '786')
('1321', '5583')
('1355', '33844')
('1360', '23458')
('1460', '42397')
('1500', '16749')
('1601', '88485')
('1606', '22773')
('1626', '53191')
('1710', '85361')
('1834', '64142')
('1911', '40059')
('1935', '80741')
('1951', '13944')
('1961', '82029')
('1999', '15336')
('2004', '58337')
('2012', '47868')
('2012', '52791')
('2055', '8804')
('2120', '74392')
('2129', '25751')
('2129', '56712')
('2144', '9740')
('2181', '73085')
('2247', '13216')
('2254', '31258')
('2274', '73550')
('2277', '43775')
('2289', '55678')
('2292', '17778')
('2310', '9728')
